movieId,imdbId,tmdbId,average_rating,budget,runtime,vote_average,vote_count
122,103859,11066,4,7500000,91,6.5,245
123,109424,11104,4,35000000,108,5.8,37
124,114808,37975,3.304347826,0,114,7.5,2
125,116324,2074,3,13365000,106,7,23
126,110647,27793,4,0,117,7.3,4
129,114131,110972,3,0,99,6.9,19
130,112364,32622,3.722222222,0,92,5.4,11
131,113107,73067,3.023809524,25000000,113,5.1,7
132,113451,11863,2.714285714,0,100,5.2,21
135,116130,9101,3,0,90,7,7
137,113756,5757,3.963302752,40000000,117,5.4,139
140,118055,9302,4.083333333,0,102,7.9,249
141,115685,11000,3.110759494,0,113,6.8,29
144,112585,16388,4.269230769,7000000,92,6.3,66
145,112442,9737,2.75,17000000,95,4.4,105
146,112342,30765,3.903846154,0,116,4.3,3
147,112461,10474,3.358333333,0,87,0,0
148,112427,22279,3,0,95,7,2
149,109093,30157,2.933333333,0,99,5.6,9
150,112384,568,3.4,0,101,5.4,4
151,114287,11780,3.5,50000000,95,5.1,45
152,112288,34996,3.75,0,102,5.5,1
153,112462,414,4,0,87,0,0
154,61395,649,3,0,92,5.6,110
155,112495,1873,3,0,97,6.5,2
156,112541,5894,4.040983607,0,86,3.8,2
157,109370,1775,3.651162791,0,91,7.2,5
158,112642,8839,3.153846154,0,122,0,0
159,112688,20649,3.375,60000000,119,5.9,51
160,112715,10329,3.25,31000000,117,6.7,303
161,112740,8963,3,0,125,7,2
162,109508,26564,3.06097561,0,98,6.3,23
163,112851,8068,3.396,19000000,118,6.5,1729
164,112857,8512,3,0,81,5,31
165,112864,1572,2.2,0,102,7.2,472
166,112887,13552,3.576923077,4000000,113,6,11
167,113044,259209,2.5,0,105,6.5,21
168,113071,6520,3.7,52000000,140,7.3,1637
169,113114,9073,4.221649485,28000000,139,6.5,151
170,113243,10428,3.715686275,0,82,6.4,46
171,113464,17447,3.85,100000000,121,5.2,1529
172,113481,9886,3.48630137,0,101,7.3,163
173,113492,9482,2.730769231,0,100,6.4,21
174,113500,19326,4.25,2000000,83,6.8,28
175,113540,9344,3.666666667,11000000,91,5.9,57
176,113677,9071,4,50000000,100,6,1045
177,113690,8973,3.12962963,25000000,128,6.8,69
178,107447,15730,2.666666667,50000000,109,5,214
179,113729,47608,2.8,53000000,116,7,508
180,113749,2293,2.863636364,0,119,7.6,71
181,113820,9070,3.357142857,7000000,104,6.8,898
183,110604,48787,2.875,27000000,102,6.3,88
184,110620,34574,4.113636364,90000000,128,6.9,2094
185,113957,1642,3.861111111,0,80,5.6,57
186,113986,11472,4,0,116,0,0
187,114095,36196,3.2,55000000,134,5.9,319
188,114194,11980,3.336448598,0,95,5.5,130
189,114241,58372,3.464285714,20000000,107,6.2,406
190,114323,32646,3.9375,0,92,6.5,19
191,114345,10533,2,25000000,97,5.5,380
193,114436,10802,4.071969697,90000000,96,5.4,643
194,114478,10149,3.333333333,0,88,4,34
195,114496,18402,4.25617284,1500000,91,6.8,280
196,114508,9348,3.75,500000,89,7.2,64
198,114558,281,5,0,119,5.9,87
199,58450,5967,3.714285714,0,100,7,7
200,114666,79593,3.1875,0,95,5.5,27
201,114663,47939,4.171875,6000000,94,6.8,400
202,114702,36834,4.14516129,15000000,92,5.2,153
203,114682,9090,4.159090909,0,100,5.6,10
204,114781,3512,5,2,95,6.4,36
205,114798,52856,3.941176471,0,93,5.9,12
206,114805,77350,2.909090909,22000000,114,5.6,359
207,114887,9560,3.368965517,0,103,5.5,171
208,114898,9804,4.487138264,150000,94,5.8,14
209,114928,31611,3.973684211,8,98,6.4,139
211,109340,49805,3.642857143,0,91,10,1
213,111579,50797,4.071428571,0,119,7.2,62
214,110882,19155,2.75,50000000,135,5.5,111
215,112471,76,3.350877193,0,93,5.3,2
216,112508,11017,2.7,45000000,128,4.9,261
217,112438,37141,3,7000000,112,7.2,115
218,112571,9382,3.2,0,106,5.7,60
219,112757,6715,3.071428571,35000000,108,5.5,457
220,112643,18256,3,0,109,6.6,6
222,112679,22625,3,42000000,145,6.8,334
223,109445,2292,3.795454545,0,91,7.6,119
224,112883,1909,2.8,14000000,99,4.6,9
225,109635,8984,3.440594059,0,115,6.1,18
227,109676,4954,3.4375,0,111,6.5,112
228,112854,62488,3,0,105,6.3,117
229,109579,10531,3.75,60000000,100,5.6,217
230,109642,11929,3,0,93,6.4,9
231,109686,8467,3.9375,0,73,6,6
232,111797,10451,3.328571429,20000000,103,6.5,168
233,109759,20156,4.5,175000000,135,5.9,1017
234,109758,18395,3.7775,8000000,89,5.1,25
235,109707,522,3.566666667,30000000,98,5.9,27
236,113117,397,3.25,0,97,6,11
237,113097,10525,3.261904762,0,90,4.9,29
238,113028,27985,3.515151515,2800000,135,6.7,35
239,113198,15789,3.137931034,0,113,7.7,45
240,113303,27303,3.115384615,2500000,105,7.7,984
241,113089,21183,3.666666667,10000000,89,6.2,464
242,109771,10954,3.666666667,0,90,4.7,27
243,113199,47867,4,21000000,115,6.3,48
244,113234,43475,3,0,97,7.2,58
245,109906,72031,2.666666667,0,95,5.8,40
246,110057,14275,2.1,0,103,6.5,30
247,110005,1024,4,27000,92,7.4,769
248,110066,17207,2.3125,25000000,97,6.3,184
249,110116,13701,3,55000000,123,5.9,217
250,110006,14819,2.5,0,0,2.5,1
251,113360,32631,2.5,45000000,101,5.1,91
252,110099,11777,2.833333333,0,0,5.3,9
253,110148,628,3,0,103,7.1,92
254,113463,87729,3.722222222,0,132,7.1,183
255,110189,18713,3.392857143,16000000,107,6.5,1894
256,110216,6280,3,0,123,7.5,76
257,113501,9061,3.875,0,103,6.5,64
258,113538,37108,3.166666667,0,113,4.3,28
259,113552,6071,2.428571429,18000000,127,7.3,639
260,76759,11,2.555555556,0,111,6.2,179
261,110367,9587,3.671875,0,101,6.1,38
262,113670,19101,2.857142857,0,87,5.6,27
263,110296,49980,2.463636364,0,78,6.7,404
264,109731,17961,2.2,15000000,103,5,24
265,103994,18183,2.75,0,96,6.6,48
266,110322,4476,1,0,111,5.9,20
267,110443,11008,3.561111111,0,90,3,4
268,110365,47504,3.662162162,0,77,5,2
269,107566,32325,3.111111111,0,109,5.4,9
270,110391,43742,3.428571429,700000,171,7.7,91
271,113691,28313,4,5000000,99,6.9,299
272,110428,11318,2.4,10500000,113,6,17
273,109836,3036,3.472727273,120,121,6.9,90
274,113755,40490,2.838709677,0,100,6,97
275,110538,24070,3.111111111,0,106,6,25
276,110516,8986,3.169491525,25000000,100,5.9,112
277,110527,10510,3.333333333,60000000,123,7.2,1558
278,113808,17402,3.303030303,14000000,139,5.2,10
279,113896,38722,3.125,0,82,4.8,10
280,113870,8438,2,60000000,109,4.7,381
281,110684,11593,1,0,102,6,124
282,110638,1945,4.209677419,0,89,4.3,40
283,113967,39310,4,40000000,101,5.7,83
285,106402,56428,3.70620438,11000000,121,8.1,6778
287,110671,131957,2.75,18000000,115,7,222
288,110632,241,3.125,17000000,97,7.4,207
289,110737,9058,2.625,0,101,7.4,14
290,110729,527,3.428571429,10000000,100,6.6,22
291,114151,18220,3.738095238,2000000,105,6.6,70
292,114069,6950,2.666666667,30000000,133,7.2,636
293,110413,101,3.983333333,0,95,6.1,164
294,114113,63020,3.467320261,0,98,6.4,31
295,114210,2307,4.1,0,92,5.7,9
296,110912,680,2.4375,60000000,108,4.3,11
299,110889,40156,3.5,17000000,106,6.4,28
300,110932,11450,3.668604651,0,107,6.7,67
301,114129,30304,3.75,45000000,123,6.1,272
302,110963,10452,2.3,0,96,5.1,40
303,114214,12106,3.5,15000000,97,5.2,37
304,114296,161495,2.5,0,108,5.6,49
305,110907,3586,3.6,0,114,6.4,199
306,111495,110,2.833333333,6,95,5.6,7
307,108394,108,3.555555556,5500000,128,7,11
308,111507,109,1,0,122,6.9,140
309,110769,159185,4.303278689,0,110,7,56
312,114571,28033,3.333333333,31000000,112,6.1,128
313,111333,22586,4.2,0,98,6.9,7
314,111112,14334,3.884615385,0,93,0,0
315,111255,2636,3.428,4800000,89,4,4
316,111282,2164,4.037671233,0,83,4.6,10
317,111070,11395,2.736842105,0,100,7.4,4
318,111161,278,3.346153846,34000000,119,6.9,927
319,111149,9905,2.611111111,0,115,6.4,92
320,108260,87078,1.735294118,0,99,7.6,106
321,106966,12527,3,0,106,4.6,32
322,114594,20306,3,50000000,127,6.4,522
324,111309,36614,4.125,16000000,110,8.2,4293
325,113936,27993,3.272727273,11000000,113,6.6,9
326,110081,31439,3.65,0,94,7,2
327,114614,9067,3.14,8000000,154,8.3,8670
328,114608,9059,3.48245614,0,124,6.4,6
329,111280,193,2.666666667,400000,105,6.1,9
330,114609,25066,5,0,98,6.4,32
331,111454,46797,3,0,133,7.1,262
332,114852,12122,3.716666667,0,94,7.4,5
333,114694,11381,3,0,162,7,67
334,111590,32636,3,32000000,107,6.2,431
335,114788,36141,4.5,22000000,108,6.4,7
336,114888,95963,4,15000000,133,5.3,33
337,108550,1587,3.5,0,99,7.8,246
338,114857,9271,4,0,98,7.7,311
339,114924,2064,1,0,91,7.3,218
340,111667,19855,3.333333333,0,111,7,2
341,109655,60855,3.571428571,0,85,5.1,15
342,110598,236,2,0,90,4.7,3
343,112435,48287,3,0,95,5,6
344,109040,3049,4.235294118,35000000,89,6.5,251
345,109045,2759,4,0,97,6.1,15
346,106339,12635,3.073170732,45000000,110,5.5,317
347,104779,10497,3.112403101,55000000,121,6.8,942
348,109348,11382,3.325396825,22000000,97,6.3,501
349,109444,9331,3.674418605,25000000,142,8.5,8358
350,109446,10731,3.717821782,0,92,7,247
351,109484,10464,3.397959184,0,96,6,7
352,109504,34152,4.138157895,0,108,7.1,16
353,109506,9495,3.661971831,0,101,6.7,104
354,109450,29973,3.75,32,100,6,21
355,109813,888,3.583333333,0,91,5.7,23
356,109830,13,3.360544218,0,125,7.7,62
357,109831,712,4.035714286,25000000,98,5.5,140
358,113305,16295,4,0,92,6.7,96
360,110093,10879,3.342105263,38000000,118,6.4,461
361,110167,10660,2.75,6000000,98,5.4,33
362,110213,10714,4.256696429,0,115,5.8,8
363,107472,41647,3.107142857,0,99,5.6,165
364,110357,8587,2.666666667,0,97,6.8,321
365,107426,1689,3.5,0,119,6.1,15
366,111686,11596,1.5,6500000,99,5.6,15
367,110475,854,3.5,0,88,6.6,4
368,110478,9359,3.464285714,11000000,118,7.5,943
369,110588,23333,1,30000000,106,5.4,163
370,110622,36593,2.125,17000000,103,6.5,340
371,110771,12280,3.25,0,126,6.3,39
372,110950,2788,3.333333333,0,87,5.5,2
373,105226,10427,2,3000000,106,6.9,104
374,110989,11011,3.333333333,0,94,5.3,23
375,111054,49803,3.88,15000000,86,6.4,1684
376,110997,8987,3.5,0,104,7.2,174
377,111257,1637,3.25,0,100,6.2,37
378,111256,15128,4.5,5000000,139,7,115
379,111438,8831,4,0,98,7,130
380,111503,36955,3.857142857,62000000,141,6.4,390
381,111693,10449,2.75862069,45000000,119,6.4,287
382,111742,10395,4,0,115,6.4,83
383,111756,12160,3.2,0,115,6.7,31
384,112443,40480,3.333333333,15000000,102,7.3,980
387,110399,26352,3.1875,0,128,6.1,29
388,112570,39953,1,46000000,91,5,559
389,109454,41580,3.112903226,55000000,142,8.2,8147
390,59170,315,4.25,6000000,117,6.6,654
391,110186,22067,3.632075472,0,127,6.4,49
392,108069,18242,3.111111111,0,104,6.3,4
393,111301,11667,3.411764706,45000000,123,5.3,41
401,113827,226229,2.69047619,0,101,6.1,154
405,110027,8011,3,0,111,5.9,107
407,113409,2654,2.45,0,180,7.3,5
408,109021,18069,4,45000000,89,8,5520
409,109035,19092,3.357142857,35000000,140,6,76
410,106220,2758,2,14000000,112,6.4,297
412,106226,10436,4,23000000,101,6.6,2550
413,109068,13595,2,0,127,6.6,490
414,109067,46094,3,0,125,6.3,20
415,106292,9409,3.142857143,30000000,83,6.4,535
416,109198,11853,5,6000000,112,6.1,40
417,109219,16771,3,11500000,99,6.5,180
418,106379,46924,3,8000000,98,6.4,71
419,106400,11041,2.833333333,40000000,95,5.4,426
420,109254,306,3.111111111,0,98,4.9,7
421,109279,14522,3.401639344,45000000,111,6.1,214
422,109297,26203,2.875,30000000,116,6.8,1814
423,109303,178,1.5,0,99,5.5,24
424,109305,19819,3.222222222,27000000,99,5.5,288
425,109306,57834,3.545454545,115000000,141,6.8,1138
426,106452,4722,2.75,0,126,6,71
427,106471,18215,4.193548387,0,125,6,221
428,106489,1607,2,63000000,191,6.5,203
429,109361,26391,2.75,0,108,4.9,12
431,106519,6075,3.666666667,0,99,6.5,2
432,109439,11310,2,0,96,6.1,22
433,109443,18658,3,10000000,100,6,31
434,106582,9350,5,0,91,2,1
435,106598,9612,2.461538462,0,110,5.9,9
436,109456,2124,5,45000,83,6.5,59
437,109480,26261,2.805555556,7000000,119,5.9,9
438,109493,19176,4.222222222,0,61,7.1,8
439,106660,49299,4,35000000,102,4.1,330
440,106673,11566,3,0,92,6.7,13
441,106677,9571,2,0,97,0,0
442,106697,9739,4.141129032,0,88,6.3,6
443,109729,24257,3.483944954,0,98,3.4,7
444,106834,34444,3.333333333,0,89,7.5,4
445,106873,26141,3.357142857,0,89,10,1
446,106332,10997,2.550847458,0,97,0,0
447,109783,50463,3.108695652,0,92,4,1
448,106881,10443,4.5,0,97,0,0
449,106880,20239,3.080882353,0,0,5,1
450,111732,16297,4,0,115,4,1
451,106926,18551,3.208333333,26000000,99,4.5,110
452,111712,25440,3.326388889,0,97,5,2
453,106941,9024,4.25,8000000,95,7.1,307
454,106918,37233,2.892857143,0,105,7.2,22
455,106965,1634,3.765306122,0,96,6.7,40
456,109842,13815,2.888888889,0,94,6.5,537
457,106977,5503,3.25,0,84,4.5,4
458,107004,35588,2.75,34000000,139,7,172
459,109890,2087,2,0,92,5.8,222
460,109891,41579,2.666666667,17080000,107,5.1,42
461,109913,18620,3,0,105,4.9,58
463,107057,4916,5,0,99,4.6,61
464,107076,2019,3,3200000,100,6.6,20
465,107096,31642,3.375,40000000,122,5,15
466,107144,9255,1,0,93,5,86
467,113674,26271,3.134615385,50000000,104,5.5,445
468,112966,10612,3.5,0,88,6.6,68
469,107151,2259,3.565789474,0,106,6.3,45
470,110064,16097,2.625,0,121,6,126
471,110074,11934,3,0,108,5.7,41
472,110097,106143,3.666666667,0,101,6.1,28
473,110123,12475,3.817073171,13000000,87,5.8,102
474,107206,9386,3.272727273,0,107,4.5,59
475,107207,7984,3.5,22000000,121,7.4,447
476,110137,59930,3.714285714,0,80,4.9,28
477,108551,15765,2.333333333,13000000,90,3.7,10
479,107286,6,5,30000000,144,7.7,805
480,107290,329,4,0,116,4.9,103
481,107302,10909,3.454545455,0,107,5.7,25
482,110265,507,2.696428571,70000000,112,6.1,600
483,107322,34024,4.5,0,88,4.8,228
484,110305,29918,3,40000000,121,5.4,117
485,107362,9593,4,0,93,5,36
486,107413,42580,4.4875,0,102,5.1,38
487,110353,22317,3.5,0,108,5.4,9
488,107468,1413,3.5,0,110,6.3,205
489,107478,12121,4,6900000,102,7.4,588
490,107497,2246,3.87037037,57000000,115,6.4,1018
491,107501,10502,3,0,109,7.1,12
492,107507,10440,2.75,8000000,96,4.2,29
493,107554,9516,1.666666667,0,91,5.4,37
494,116253,2320,5,0,171,7.8,98
495,74102,5879,5,0,97,3.3,6
496,111689,83718,3.3,0,122,6.8,80
497,107616,11971,2.38,0,88,5.8,11
498,107611,2625,3,0,103,6.1,54
499,107613,31911,1.5,0,126,6.2,22
500,107614,788,3.666666667,0,101,4.3,3
501,107653,21450,4,30000000,94,5.7,77
502,110657,11231,2.222222222,42000000,154,6.6,513
504,110678,10447,3.666666667,20000000,112,6,429
505,110687,31586,3.625,0,114,7.6,56
506,107756,9300,4.351351351,44000000,130,7.2,1240
507,107808,9559,3.954545455,35000000,115,5.9,44
508,107818,9800,3.916666667,0,115,5.4,81
509,107822,713,3.590909091,30000000,109,4.5,43
510,107840,8291,4.224637681,0,83,3.9,5
511,107889,18133,4.38,0,94,5.2,11
512,111003,25557,4.090909091,0,107,5.6,21
513,110939,22588,3.803030303,18000000,97,6.1,237
514,110955,10872,3.946969697,33000000,140,6.4,51
515,107943,1245,4.111111111,25000000,86,6.2,463
516,110971,11858,4.235042735,0,95,4.7,12
517,107969,7007,4.387096774,0,99,6.1,83
518,111001,10467,3.647058824,25000000,140,6.7,135
519,107978,5550,4.019230769,0,100,4.6,11
520,107977,8005,3.571428571,30000000,111,7.1,280
521,107983,2088,3.957264957,40000000,115,5.7,18
522,105275,10412,4.044117647,0,91,4.7,54
523,108000,47889,3.9,40000000,128,6.8,392
524,108002,14534,4.294871795,13000000,133,7.6,363
526,105032,41878,3.886178862,0,110,3.9,5
527,108052,424,4.434210526,0,118,6.9,75
528,111094,35233,4.5,30000000,112,4.6,17
529,108065,14291,4.173913043,0,110,6.4,79
531,108071,11236,3.8125,63000000,127,7.6,4956
532,111127,11592,3.583333333,9000000,117,6.5,209
533,111143,8850,4.083333333,1500000,96,6.1,111
534,108101,10445,3.692307692,0,103,6.4,33
535,108122,695,3.818181818,0,94,6.1,54
536,111194,43535,3.972222222,85000000,130,6.1,725
537,111201,12519,3.875,0,91,5.1,24
538,108149,23210,3.884615385,0,98,5.7,40
539,108160,858,4,0,101,6.6,35
540,108162,867,3,22000000,111,5.3,86
541,83658,78,4.3,0,107,5.9,105
542,108186,13203,3.681818182,0,114,6.2,125
543,108174,10442,3.590909091,13500000,104,7.1,169
544,108238,11074,3.59375,3500000,97,7.2,179
546,108255,9607,4.211538462,55000000,133,5.8,261
547,111323,17585,4.152777778,0,105,6.5,112
548,111400,9057,4.225806452,0,91,7,7
549,108328,20967,4.066666667,8000000,111,7.2,194
550,111418,10635,3.166666667,0,114,5.9,35
551,107688,9479,4,0,98,5.5,11
552,108333,10057,5,25000000,125,7,1638
553,108358,11969,3,0,131,7.5,105
554,111488,41590,3,12000000,107,4.8,202
555,108399,319,2.5,0,112,4.8,5
556,108515,26408,3.84375,20000000,118,6.1,86
558,110763,15139,4,40000000,87,4.8,67
559,107779,161158,4.111111111,4000000,93,6.7,53
561,110259,85247,1,30000000,138,7.2,376
562,114906,11446,3,26000000,125,7.6,1019
563,107002,51980,4.5,7000000,121,7.1,290
564,109403,24405,3,14000000,109,6.9,47
565,104029,11655,3.75,0,112,6,28
567,107315,8223,3.5,0,109,5.6,41
568,106408,14587,2.5,0,108,5.8,12
569,110363,31504,4.25,11000000,97,6.7,99
571,111709,53185,3.4,11500000,134,7.5,213
573,107225,23637,3.25,40000000,128,5.9,83
574,111252,17600,4,0,125,5.8,188
575,110366,10897,3.619047619,0,118,5.5,43
577,109120,21352,3,22000000,104,4.2,309
580,110892,37345,3.753378378,20000000,104,6.4,575
581,112651,32562,3.358490566,11500000,100,5.7,36
582,107642,47507,4.162878788,0,94,6.6,126
585,112572,9066,3.294642857,800000,114,5.6,10
586,99785,771,3.9375,12000000,114,7.2,187
587,99653,251,3.607142857,0,99,4,5
588,103639,812,3.410714286,0,126,6.2,11
589,103064,280,3.6,22000000,195,8.3,4436
590,99348,581,1,0,101,5.3,37
592,96895,268,4.202290076,0,110,7.3,100
593,102926,274,3.851851852,0,105,5.9,8
594,29583,408,3.784210526,0,102,7.1,232
595,101414,10020,4.123595506,13000000,95,6.4,137
596,32910,10895,4.236842105,25000000,108,5.4,140
597,100405,114,3.91025641,22000000,131,6.8,61
599,65214,576,3.825,0,187,6.9,136
600,110395,15477,3.8,0,106,5.7,26
603,112606,30528,4.09375,0,98,5.2,31
605,117247,7300,3.948979592,0,112,6.5,75
606,112625,10824,3.839393939,21000000,105,6.5,630
608,116282,275,4.12244898,40000000,108,4.9,144
609,116552,25059,3.470588235,28000000,117,7.9,3833
610,82509,11827,3.7,0,95,5.6,81
611,116514,8766,4.1,20000000,93,6.1,131
612,117283,23570,3.736842105,30,102,5.4,223
613,116684,47333,4.087837838,0,113,4,4
614,110374,54850,4.157894737,48000000,104,4,236
615,70506,51242,4.043478261,7400000,96,6.1,53
616,65421,10112,3.7578125,50000000,102,5,82
617,113083,4307,3.886363636,0,93,7.4,9
619,116165,32308,3.357142857,0,93,6.3,57
620,102855,88893,3.6,18000000,76,7.6,2135
621,107471,52873,3.961538462,30000000,105,6.2,219
626,117891,28121,3.053191489,25000000,130,7.4,632
627,113613,12520,3.265957447,0,107,5.5,5
628,117381,1592,3.75,12500000,120,7.5,762
630,115837,36447,3.5,0,96,7.3,19
631,115509,19042,3.0859375,27000000,80,6.2,178
632,114671,38884,3.25,0,112,6,2
633,112844,47449,2.821428571,0,0,0,1
635,116275,41852,2,0,97,3,2
637,117608,9099,1.791666667,0,88,6.9,103
638,113448,2021,2.99375,0,160,6.3,43
639,116414,61752,3.375,0,102,4.7,22
640,116095,10988,3.95,0,94,6.4,153
647,115956,10684,3.410958904,0,95,4,3
648,117060,954,3.61627907,0,117,6.8,58
650,117071,18989,3.5,0,100,5.1,10
651,117788,10801,3.7,0,119,6,20
653,116136,8840,3.1,0,102,6.2,10
656,116168,11107,3.653846154,0,102,0,0
659,54189,10363,3,0,90,0,0
661,116683,10539,5,0,100,7.2,74
662,116287,10543,3.583333333,200000,106,5.3,29
663,116768,18414,3.190140845,0,82,6.3,214
664,116269,47502,3.1875,0,82,0,0
665,114787,11902,4,0,94,5,31
667,112536,25087,2.833333333,0,92,5,5
668,48473,5801,3,0,97,4.4,5
670,52572,896,2.017857143,0,102,7,24
671,117128,3065,4,0,94,6.8,4
673,117705,2300,3.972222222,0,100,6.9,46
674,62711,8069,2.875,0,106,6,1
678,108181,27768,3,0,84,5.9,87
679,114307,221917,3.262711864,18000000,103,7.1,2487
680,58898,8072,3.333333333,22000000,127,6.9,1381
681,82206,35797,4,28000000,90,7.4,3495
685,113443,33245,4.166666667,100000000,137,7.7,4274
687,109491,124460,3.451807229,22000000,181,7.6,1084
688,114048,27281,3.663157895,0,92,6.3,4
690,111613,105045,2,35000000,126,7,2145
691,117104,40001,1.5,19000000,119,8.1,4549
692,117688,29621,3.72826087,1488423,83,6.9,1973
694,117774,20762,3.333333333,25000000,84,7.5,3029
695,114736,37144,3.088235294,2600000,88,6.9,1412
696,112604,48260,2.7,14000000,119,7,1807
697,116289,12656,2.785714286,0,87,6,6
698,109593,38867,2.785714286,6244087,145,7.7,266
700,112368,25969,3.352272727,0,101,5.5,15
702,62952,753,1.75,0,113,6.5,1
703,115742,43634,2.125,0,60,7,2
704,117420,9103,3.896907216,0,106,6.1,20
705,115951,90214,3,0,108,6.1,160
707,117107,10990,3.375,0,93,5,64
708,117979,8866,3,0,112,5,1
